Voltage,Decay_Time,Decay_Slope,Real_Tau,Tau_Fast,Tau_Slow,Species,Recording,replicate,Date,Venom,Set
-45,0.04040705,0.442503184,,10.61048317,NA,Gmouse,activation,3,Oct_13_16,No,5
-40,0.019463303,0.750736713,,-2030.726563,NA,Gmouse,activation,3,Oct_13_16,No,5
-35,0.047661051,0.350950807,,29.60227394,NA,Gmouse,activation,3,Oct_13_16,No,5
-30,0.052753214,0.50658989,,31.87817764,NA,Gmouse,activation,3,Oct_13_16,No,5
-25,0.158539072,0.181578904,,61.01641083,NA,Gmouse,activation,3,Oct_13_16,No,5
-20,0.03489244,0.595090508,,21.78564072,NA,Gmouse,activation,3,Oct_13_16,No,5
-15,3.196480274,0.010464917,,5.810754299,1.741071701,Gmouse,activation,3,Oct_13_16,No,5
-10,3.73192215,0.081320085,,6.130662918,2.347384453,Gmouse,activation,3,Oct_13_16,No,5
-5,2.371007681,0.325545073,,-48.12069702,4.7923069,Gmouse,activation,3,Oct_13_16,No,5
0,1.678052664,0.706159055,,4.073133945,1.90075016,Gmouse,activation,3,Oct_13_16,No,5
5,1.374035358,1.029924512,,31.00708199,-27.58703041,Gmouse,activation,3,Oct_13_16,No,5
10,1.184654951,1.216293216,,-26.13771629,1.637297392,Gmouse,activation,3,Oct_13_16,No,5
15,1.038845181,1.35716784,,-19.73067284,2.38986063,Gmouse,activation,3,Oct_13_16,No,5
20,0.870636404,1.482007623,,1.433954,NA,Gmouse,activation,3,Oct_13_16,No,5
25,0.861491561,1.392859578,,1.243585706,NA,Gmouse,activation,3,Oct_13_16,No,5
30,0.794802547,1.374308348,,1.058840513,NA,Gmouse,activation,3,Oct_13_16,No,5
35,0.757089794,1.297352791,,0.914436281,NA,Gmouse,activation,3,Oct_13_16,No,5
40,0.63847822,1.303935647,,40.19054794,33.30392456,Gmouse,activation,3,Oct_13_16,No,5
45,0.624604762,1.186480045,,-154.6969147,-34.36827469,Gmouse,activation,3,Oct_13_16,No,5
50,0.568244517,1.110186219,,35.70973206,2.436177254,Gmouse,activation,3,Oct_13_16,No,5
55,0.550304711,1.04947722,,-2240.116211,104.4743729,Gmouse,activation,3,Oct_13_16,No,5
60,0.462351829,1.016234994,,-52.42764282,0.514169812,Gmouse,activation,3,Oct_13_16,No,5
65,0.377538264,0.936888814,,-168.943634,0.447350591,Gmouse,activation,3,Oct_13_16,No,5
70,0.291175008,1.012267828,,-33.94900894,0.448687255,Gmouse,activation,3,Oct_13_16,No,5
75,0.246303022,0.786743104,,25.38357353,1.196410894,Gmouse,activation,3,Oct_13_16,No,5
80,0.148363739,0.863648295,,9.598156929,1.110524058,Gmouse,activation,3,Oct_13_16,No,5
85,0.120590225,0.642395496,,-174.5006561,1.32819283,Gmouse,activation,3,Oct_13_16,No,5
90,0.003230782,0.595090508,,151.4701843,NA,Gmouse,activation,3,Oct_13_16,No,5
-80,0.054061018,0.451658428,,-22.50654793,NA,Mouse,activation,4,Oct_13_16,No,5
-75,0.05154565,0.302122861,,6.986684322,NA,Mouse,activation,4,Oct_13_16,No,5
-70,0.05658355,0.329588592,,33.34040451,NA,Mouse,activation,4,Oct_13_16,No,5
-65,0.048096959,0.283812404,,94.28344727,NA,Mouse,activation,4,Oct_13_16,No,5
-60,0.050866377,0.411989659,,64.5750885,NA,Mouse,activation,4,Oct_13_16,No,5
-55,0.090818532,0.234984457,,28.32280159,NA,Mouse,activation,4,Oct_13_16,No,5
-50,0.107706293,0.1190181,,17.40828705,NA,Mouse,activation,4,Oct_13_16,No,5
-45,0.062100235,0.213622227,,-5273.262695,NA,Mouse,activation,4,Oct_13_16,No,5
-40,0.026021838,0.280760646,,10.54926968,NA,Mouse,activation,4,Oct_13_16,No,5
-35,0.040806975,0.268553674,,23008.92578,NA,Mouse,activation,4,Oct_13_16,No,5
-30,0.036931176,0.265501916,,37.07859039,NA,Mouse,activation,4,Oct_13_16,No,5
-25,0.120935678,0.122070462,,8.424388885,1.092297196,Mouse,activation,4,Oct_13_16,No,5
-20,2.624791145,0.01069702,,21.30796432,9.612207413,Mouse,activation,4,Oct_13_16,No,5
-15,3.089385271,0.05361104,,26.18768311,-10.94288731,Mouse,activation,4,Oct_13_16,No,5
-10,2.446816444,0.158231303,,3.212601662,2.407687902,Mouse,activation,4,Oct_13_16,No,5
-5,1.766907215,0.364369184,,-6.647376537,2.468170643,Mouse,activation,4,Oct_13_16,No,5
0,1.306000113,0.609577715,,-13.65153694,-12.34511948,Mouse,activation,4,Oct_13_16,No,5
5,1.072233915,0.835626781,,5.155451775,1.251232505,Mouse,activation,4,Oct_13_16,No,5
10,0.895134389,0.979910195,,24.23191261,2.290600061,Mouse,activation,4,Oct_13_16,No,5
15,0.761395812,1.129150391,,1.852580309,NA,Mouse,activation,4,Oct_13_16,No,5
20,0.71651417,1.139170766,,25.4101181,18.21623993,Mouse,activation,4,Oct_13_16,No,5
25,0.668034852,1.160213113,,1.281364322,NA,Mouse,activation,4,Oct_13_16,No,5
30,0.632854283,1.146915436,,1.163562417,NA,Mouse,activation,4,Oct_13_16,No,5
35,0.641046643,1.084464192,,1.025191188,NA,Mouse,activation,4,Oct_13_16,No,5
40,0.546940625,1.133619428,,0.882646143,NA,Mouse,activation,4,Oct_13_16,No,5
45,0.571778774,1.073346376,,0.835386276,NA,Mouse,activation,4,Oct_13_16,No,5
50,0.514441073,1.064409137,,-3419.852539,627.1075439,Mouse,activation,4,Oct_13_16,No,5
55,0.437921137,1.077183008,,0.689265311,NA,Mouse,activation,4,Oct_13_16,No,5
60,0.395011038,1.057433009,,-16.72645378,0.609131575,Mouse,activation,4,Oct_13_16,No,5
65,0.398729384,0.894164085,,145.898407,0.586656332,Mouse,activation,4,Oct_13_16,No,5
70,0.341227889,0.916441798,,85.21798706,0.600899816,Mouse,activation,4,Oct_13_16,No,5
75,0.333572239,0.859984577,,-366.4842529,0.605171323,Mouse,activation,4,Oct_13_16,No,5
80,0.315844685,0.795287311,,-25.99509621,0.593982935,Mouse,activation,4,Oct_13_16,No,5
85,0.313462317,0.686034381,,-73.44359589,0.619168937,Mouse,activation,4,Oct_13_16,No,5
90,0.314775258,0.593871474,,62.29611588,0.592922091,Mouse,activation,4,Oct_13_16,No,5
-80,0.103058085,0.16632016,,81.27470398,NA,Mouse,activation,5,Oct_13_16,No,5
-75,0.077174559,0.122071013,,-15.45709324,NA,Mouse,activation,5,Oct_13_16,No,5
-70,0.0524997,0.201417163,,134.923111,NA,Mouse,activation,5,Oct_13_16,No,5
-65,0.048736036,0.323485106,,-156.8663635,NA,Mouse,activation,5,Oct_13_16,No,5
-60,0.056168888,0.253294945,,379.1372681,NA,Mouse,activation,5,Oct_13_16,No,5
-55,0.123125471,0.141906202,,15.56660271,NA,Mouse,activation,5,Oct_13_16,No,5
-50,0.101786099,0.173949525,,47.94085693,NA,Mouse,activation,5,Oct_13_16,No,5
-45,0.038768638,0.357061118,,103.3997574,NA,Mouse,activation,5,Oct_13_16,No,5
-40,0.022721181,0.558474898,,36.89109421,NA,Mouse,activation,5,Oct_13_16,No,5
-35,0.040764473,0.207520723,,-51.45099258,NA,Mouse,activation,5,Oct_13_16,No,5
-30,0.055336993,0.22583352,,73.02419281,NA,Mouse,activation,5,Oct_13_16,No,5
-25,0.063000239,0.268553674,,9.32297802,1.105952501,Mouse,activation,5,Oct_13_16,No,5
-20,1.549363852,0.023613721,,11.34371281,3.422683239,Mouse,activation,5,Oct_13_16,No,5
-15,2.641492844,0.043716811,,23.25148392,4.750784397,Mouse,activation,5,Oct_13_16,No,5
-10,2.368351936,0.109370314,,-30.79982376,2.489134789,Mouse,activation,5,Oct_13_16,No,5
-5,2.115642309,0.204313993,,2.543686628,2.248365402,Mouse,activation,5,Oct_13_16,No,5
0,1.594943523,0.319394886,,2.162526608,1.875086665,Mouse,activation,5,Oct_13_16,No,5
5,1.455979228,0.390010178,,-5.624526978,2.610813618,Mouse,activation,5,Oct_13_16,No,5
10,1.326934457,0.438929975,,16.99934387,-12.91552353,Mouse,activation,5,Oct_13_16,No,5
15,1.094316959,0.51478678,,-7.05362606,3.556286097,Mouse,activation,5,Oct_13_16,No,5
20,1.214939475,0.454966784,,37.26094437,21.52227402,Mouse,activation,5,Oct_13_16,No,5
25,1.091763973,0.49309361,,1.788335085,NA,Mouse,activation,5,Oct_13_16,No,5
30,1.05589056,0.479179382,,1.538662672,NA,Mouse,activation,5,Oct_13_16,No,5
35,0.986335456,0.465947866,,1.41917479,NA,Mouse,activation,5,Oct_13_16,No,5
40,0.978021681,0.436789781,,1.201345801,NA,Mouse,activation,5,Oct_13_16,No,5
45,1.035573363,0.404197842,,1.145379066,NA,Mouse,activation,5,Oct_13_16,No,5
50,0.761847615,0.470886379,,0.95757091,NA,Mouse,activation,5,Oct_13_16,No,5
55,0.768538535,0.428466797,,-283.4944763,136.324646,Mouse,activation,5,Oct_13_16,No,5
60,0.802112341,0.40947181,,200.6081238,4.812266827,Mouse,activation,5,Oct_13_16,No,5
65,0.731343269,0.381062746,,56.77492523,-17.23543358,Mouse,activation,5,Oct_13_16,No,5
70,0.63242811,0.390152544,,-15.8235321,-13.02586269,Mouse,activation,5,Oct_13_16,No,5
75,0.664583027,0.339689761,,-8.113102913,0.708218157,Mouse,activation,5,Oct_13_16,No,5
80,0.580348909,0.342668891,,-12.54694176,0.720689952,Mouse,activation,5,Oct_13_16,No,5
85,0.523306549,0.319453746,,-22.58267593,2.027050257,Mouse,activation,5,Oct_13_16,No,5
90,0.515480459,0.287410289,,23.14866638,1.190442085,Mouse,activation,5,Oct_13_16,No,5
-80,0.038749103,0.729367316,,,,Gmouse,activation,4,Oct_13_16,No,5
-75,0.056096103,0.222777471,,,,Gmouse,activation,4,Oct_13_16,No,5
-70,0.049411952,0.466917157,,,,Gmouse,activation,4,Oct_13_16,No,5
-65,0.043199342,0.21362631,,,,Gmouse,activation,4,Oct_13_16,No,5
-60,0.043750167,0.329588592,,,,Gmouse,activation,4,Oct_13_16,No,5
-55,0.048935071,0.656125426,,,,Gmouse,activation,4,Oct_13_16,No,5
-50,0.004581836,0.335692078,,,,Gmouse,activation,4,Oct_13_16,No,5
-45,0.066127911,0.430296212,,,,Gmouse,activation,4,Oct_13_16,No,5
-40,0.031748153,0.387571752,,,,Gmouse,activation,4,Oct_13_16,No,5
-35,0.014175054,0.122069851,,,,Gmouse,activation,4,Oct_13_16,No,5
-30,0.054250207,0.219725728,,,,Gmouse,activation,4,Oct_13_16,No,5
-25,0.024428198,0.448615253,,,,Gmouse,activation,4,Oct_13_16,No,5
-20,0.278466016,0.109253146,,,,Gmouse,activation,4,Oct_13_16,No,5
-15,2.0652318,0.056933984,,,,Gmouse,activation,4,Oct_13_16,No,5
-10,2.046864271,0.338429749,,,,Gmouse,activation,4,Oct_13_16,No,5
-5,1.619344115,0.793970287,,,,Gmouse,activation,4,Oct_13_16,No,5
0,1.254019856,1.184383869,,,,Gmouse,activation,4,Oct_13_16,No,5
5,1.095188141,1.424018264,,,,Gmouse,activation,4,Oct_13_16,No,5
10,0.94850564,1.602561593,,,,Gmouse,activation,4,Oct_13_16,No,5
15,0.806694388,1.696610451,,,,Gmouse,activation,4,Oct_13_16,No,5
20,0.804198146,1.616025567,,,,Gmouse,activation,4,Oct_13_16,No,5
25,0.773461699,1.58172667,,,,Gmouse,activation,4,Oct_13_16,No,5
30,0.732256472,1.519063354,,,,Gmouse,activation,4,Oct_13_16,No,5
35,0.636467695,1.492091775,,,,Gmouse,activation,4,Oct_13_16,No,5
40,0.74219209,1.243896246,,,,Gmouse,activation,4,Oct_13_16,No,5
45,0.637675285,1.231929421,,,,Gmouse,activation,4,Oct_13_16,No,5
50,0.562231064,1.236725211,,,,Gmouse,activation,4,Oct_13_16,No,5
55,0.57526207,1.043700695,,,,Gmouse,activation,4,Oct_13_16,No,5
60,0.490827948,1.058698058,,,,Gmouse,activation,4,Oct_13_16,No,5
65,0.43234548,1.002458572,,,,Gmouse,activation,4,Oct_13_16,No,5
70,0.398467541,0.940245569,,,,Gmouse,activation,4,Oct_13_16,No,5
75,0.326955527,0.921019614,,,,Gmouse,activation,4,Oct_13_16,No,5
80,0.244607121,1.010742307,,,,Gmouse,activation,4,Oct_13_16,No,5
85,0.188886836,0.892640293,,,,Gmouse,activation,4,Oct_13_16,No,5
90,0.139765128,0.759888589,,,,Gmouse,activation,4,Oct_13_16,No,5
-80,0.062381998,0.311281085,,,,Gmouse,activation,5,Oct_13_16,No,5
-75,0.070412032,0.207518741,,,,Gmouse,activation,5,Oct_13_16,No,5
-70,0.048176654,0.363157809,,,,Gmouse,activation,5,Oct_13_16,No,5
-65,0.048461262,0.555423081,,,,Gmouse,activation,5,Oct_13_16,No,5
-60,0.092749469,0.219727814,,,,Gmouse,activation,5,Oct_13_16,No,5
-55,0.049846344,0.277708888,,,,Gmouse,activation,5,Oct_13_16,No,5
-50,0.033250127,0.439451456,,,,Gmouse,activation,5,Oct_13_16,No,5
-45,0.050734706,0.344847322,,,,Gmouse,activation,5,Oct_13_16,No,5
-40,0.076000288,0.192260012,,,,Gmouse,activation,5,Oct_13_16,No,5
-35,0.173087612,0.093078256,,,,Gmouse,activation,5,Oct_13_16,No,5
-30,0.015206954,0.442503184,,,,Gmouse,activation,5,Oct_13_16,No,5
-25,2.165703058,0.005343587,,,,Gmouse,activation,5,Oct_13_16,No,5
-20,2.867888451,0.0305556,,,,Gmouse,activation,5,Oct_13_16,No,5
-15,2.150295973,0.163582653,,,,Gmouse,activation,5,Oct_13_16,No,5
-10,1.335385084,0.446265131,,,,Gmouse,activation,5,Oct_13_16,No,5
-5,1.262485743,0.639769197,,,,Gmouse,activation,5,Oct_13_16,No,5
0,0.902899504,0.912947237,,,,Gmouse,activation,5,Oct_13_16,No,5
5,0.862398803,0.968535185,,,,Gmouse,activation,5,Oct_13_16,No,5
10,0.814702809,1.002863288,,,,Gmouse,activation,5,Oct_13_16,No,5
15,0.730696857,1.015726566,,,,Gmouse,activation,5,Oct_13_16,No,5
20,0.716865182,0.984039187,,,,Gmouse,activation,5,Oct_13_16,No,5
25,0.722241104,0.922292054,,,,Gmouse,activation,5,Oct_13_16,No,5
30,0.597938597,0.959014475,,,,Gmouse,activation,5,Oct_13_16,No,5
35,0.547684789,0.91759789,,,,Gmouse,activation,5,Oct_13_16,No,5
40,0.579909444,0.78266716,,,,Gmouse,activation,5,Oct_13_16,No,5
45,0.49980101,0.778459847,,,,Gmouse,activation,5,Oct_13_16,No,5
50,0.554963589,0.62528336,,,,Gmouse,activation,5,Oct_13_16,No,5
55,0.529238939,0.571659625,,,,Gmouse,activation,5,Oct_13_16,No,5
60,0.404230416,0.62090224,,,,Gmouse,activation,5,Oct_13_16,No,5
65,0.357683033,0.589600205,,,,Gmouse,activation,5,Oct_13_16,No,5
70,0.311911225,0.492249012,,,,Gmouse,activation,5,Oct_13_16,No,5
75,0.284416795,0.49041748,,,,Gmouse,activation,5,Oct_13_16,No,5
80,0.241423607,0.458984435,,,,Gmouse,activation,5,Oct_13_16,No,5
85,0.14328903,0.559997916,,,,Gmouse,activation,5,Oct_13_16,No,5
90,0.156537101,0.38909933,,,,Gmouse,activation,5,Oct_13_16,No,5
-80,0.046814408,0.772091806,,,,Mouse,activation,6,Oct_13_16,No,5
-75,0.136962786,0.166322023,,,,Mouse,activation,6,Oct_13_16,No,5
-70,NA,NA,,,,Mouse,activation,6,Oct_13_16,No,5
-65,0.126733556,0.202941895,,,,Mouse,activation,6,Oct_13_16,No,5
-60,0.051625196,0.439451456,,,,Mouse,activation,6,Oct_13_16,No,5
-55,0.056571104,0.299073964,,,,Mouse,activation,6,Oct_13_16,No,5
-50,0.025993107,0.436399698,,,,Mouse,activation,6,Oct_13_16,No,5
-45,0.202533036,0.164183944,,,,Mouse,activation,6,Oct_13_16,No,5
-40,0.060135446,0.469977885,,,,Mouse,activation,6,Oct_13_16,No,5
-35,0.045818355,0.503538132,,,,Mouse,activation,6,Oct_13_16,No,5
-30,0.035576265,0.518801808,,,,Mouse,activation,6,Oct_13_16,No,5
-25,0.134822428,0.201415241,,,,Mouse,activation,6,Oct_13_16,No,5
-20,1.512140632,0.035626281,,,,Mouse,activation,6,Oct_13_16,No,5
-15,2.291621447,0.1460412,,,,Mouse,activation,6,Oct_13_16,No,5
-10,2.154794931,0.415367752,,,,Mouse,activation,6,Oct_13_16,No,5
-5,1.767613769,0.625053585,,,,Mouse,activation,6,Oct_13_16,No,5
0,1.553419709,0.752564847,,,,Mouse,activation,6,Oct_13_16,No,5
5,1.331691861,0.856835485,,,,Mouse,activation,6,Oct_13_16,No,5
10,1.29178524,0.877142251,,,,Mouse,activation,6,Oct_13_16,No,5
15,1.403012276,0.802742422,,,,Mouse,activation,6,Oct_13_16,No,5
20,1.138912678,0.881304085,,,,Mouse,activation,6,Oct_13_16,No,5
25,1.138065934,0.840558112,,,,Mouse,activation,6,Oct_13_16,No,5
30,1.016836762,0.850405395,,,,Mouse,activation,6,Oct_13_16,No,5
35,1.090626359,0.746389627,,,,Mouse,activation,6,Oct_13_16,No,5
40,0.97222966,0.774619281,,,,Mouse,activation,6,Oct_13_16,No,5
45,0.969686806,0.718827605,,,,Mouse,activation,6,Oct_13_16,No,5
50,1.003133297,0.653737783,,,,Mouse,activation,6,Oct_13_16,No,5
55,0.888882816,0.669796288,,,,Mouse,activation,6,Oct_13_16,No,5
60,0.879305303,0.609371424,,,,Mouse,activation,6,Oct_13_16,No,5
65,0.859417558,0.593465269,,,,Mouse,activation,6,Oct_13_16,No,5
70,0.84802717,0.556899428,,,,Mouse,activation,6,Oct_13_16,No,5
75,0.772686064,0.539804995,,,,Mouse,activation,6,Oct_13_16,No,5
80,0.719162822,0.55363965,,,,Mouse,activation,6,Oct_13_16,No,5
85,0.634803772,0.49838087,,,,Mouse,activation,6,Oct_13_16,No,5
90,0.55550611,0.522286534,,,,Mouse,activation,6,Oct_13_16,No,5
-80,0.076860294,0.152587309,,,,Mouse,activation,7,Oct_13_16,No,5
-75,0.043714453,0.149535567,,,,Mouse,activation,7,Oct_13_16,No,5
-70,0.023792643,0.573728263,,,,Mouse,activation,7,Oct_13_16,No,5
-65,0.089419693,0.094604135,,,,Mouse,activation,7,Oct_13_16,No,5
-60,0.098700374,0.183104768,,,,Mouse,activation,7,Oct_13_16,No,5
-55,0.023470677,0.466917157,,,,Mouse,activation,7,Oct_13_16,No,5
-50,0.067922138,0.195311755,,,,Mouse,activation,7,Oct_13_16,No,5
-45,0.03150012,0.323485106,,,,Mouse,activation,7,Oct_13_16,No,5
-40,0.043953657,0.262450159,,,,Mouse,activation,7,Oct_13_16,No,5
-35,0.051781021,0.222777471,,,,Mouse,activation,7,Oct_13_16,No,5
-30,0.106903262,0.228883028,,,,Mouse,activation,7,Oct_13_16,No,5
-25,0.050884809,0.2380362,,,,Mouse,activation,7,Oct_13_16,No,5
-20,3.094431877,0.011676778,,,,Mouse,activation,7,Oct_13_16,No,5
-15,2.39073348,0.076723546,,,,Mouse,activation,7,Oct_13_16,No,5
-10,2.211412191,0.252538294,,,,Mouse,activation,7,Oct_13_16,No,5
-5,1.496250033,0.591964722,,,,Mouse,activation,7,Oct_13_16,No,5
0,1.286180973,0.852654457,,,,Mouse,activation,7,Oct_13_16,No,5
5,0.95675385,1.143354893,,,,Mouse,activation,7,Oct_13_16,No,5
10,0.866510093,1.240289569,,,,Mouse,activation,7,Oct_13_16,No,5
15,0.832907379,1.256325722,,,,Mouse,activation,7,Oct_13_16,No,5
20,0.753716111,1.26678443,,,,Mouse,activation,7,Oct_13_16,No,5
25,0.702969074,1.225534916,,,,Mouse,activation,7,Oct_13_16,No,5
30,0.697454572,1.093364954,,,,Mouse,activation,7,Oct_13_16,No,5
35,0.571673095,1.17459929,,,,Mouse,activation,7,Oct_13_16,No,5
40,0.582494676,0.967734575,,,,Mouse,activation,7,Oct_13_16,No,5
45,0.478539288,0.979963183,,,,Mouse,activation,7,Oct_13_16,No,5
50,0.383228898,1.040650487,,,,Mouse,activation,7,Oct_13_16,No,5
55,0.283709228,1.038210034,,,,Mouse,activation,7,Oct_13_16,No,5
60,0.24036707,0.907899678,,,,Mouse,activation,7,Oct_13_16,No,5
65,0.132188231,0.860596418,,,,Mouse,activation,7,Oct_13_16,No,5
70,0.075922646,0.833134651,,,,Mouse,activation,7,Oct_13_16,No,5
75,0.009504256,0.708011866,,,,Mouse,activation,7,Oct_13_16,No,5
80,0.149219006,0.110779211,,,,Mouse,activation,7,Oct_13_16,No,5
85,0.093354903,0.335692078,,,,Mouse,activation,7,Oct_13_16,No,5
90,0.068072788,0.454718858,,,,Mouse,activation,7,Oct_13_16,No,5
-80,0.059180915,0.302128643,,,,Mouse,activation,8,Oct_13_16,No,5
-75,0.040320154,0.228880957,,,,Mouse,activation,8,Oct_13_16,No,5
-70,0.028184319,0.231932715,,,,Mouse,activation,8,Oct_13_16,No,5
-65,0.060479652,0.15258877,,,,Mouse,activation,8,Oct_13_16,No,5
-60,0.050674107,0.280760646,,,,Mouse,activation,8,Oct_13_16,No,5
-55,0.049140189,0.152587309,,,,Mouse,activation,8,Oct_13_16,No,5
-50,0.110918351,0.161743283,,,,Mouse,activation,8,Oct_13_16,No,5
-45,0.035795592,0.268553674,,,,Mouse,activation,8,Oct_13_16,No,5
-40,0.051428769,0.4486067,,,,Mouse,activation,8,Oct_13_16,No,5
-35,0.097199447,0.213624269,,,,Mouse,activation,8,Oct_13_16,No,5
-30,0.029571541,0.149535567,,,,Mouse,activation,8,Oct_13_16,No,5
-25,0.044333503,0.247191444,,,,Mouse,activation,8,Oct_13_16,No,5
-20,0.467200816,0.049089622,,,,Mouse,activation,8,Oct_13_16,No,5
-15,2.380256653,0.023782585,,,,Mouse,activation,8,Oct_13_16,No,5
-10,2.78910017,0.093074106,,,,Mouse,activation,8,Oct_13_16,No,5
-5,1.885602474,0.275773376,,,,Mouse,activation,8,Oct_13_16,No,5
0,1.453982234,0.470720172,,,,Mouse,activation,8,Oct_13_16,No,5
5,1.354181409,0.591539562,,,,Mouse,activation,8,Oct_13_16,No,5
10,1.101870418,0.732354879,,,,Mouse,activation,8,Oct_13_16,No,5
15,0.938787162,0.831687212,,,,Mouse,activation,8,Oct_13_16,No,5
20,0.919923842,0.821893811,,,,Mouse,activation,8,Oct_13_16,No,5
25,0.813932002,0.851662636,,,,Mouse,activation,8,Oct_13_16,No,5
30,0.778402269,0.81817627,,,,Mouse,activation,8,Oct_13_16,No,5
35,0.756965339,0.792948246,,,,Mouse,activation,8,Oct_13_16,No,5
40,0.73523587,0.734608829,,,,Mouse,activation,8,Oct_13_16,No,5
45,0.657388091,0.722067773,,,,Mouse,activation,8,Oct_13_16,No,5
50,0.660733998,0.675891697,,,,Mouse,activation,8,Oct_13_16,No,5
55,0.668103158,0.609770358,,,,Mouse,activation,8,Oct_13_16,No,5
60,0.58122927,0.626046538,,,,Mouse,activation,8,Oct_13_16,No,5
65,0.515026808,0.593240142,,,,Mouse,activation,8,Oct_13_16,No,5
70,0.563715696,0.48457551,,,,Mouse,activation,8,Oct_13_16,No,5
75,0.459781826,0.522548378,,,,Mouse,activation,8,Oct_13_16,No,5
80,0.378306419,0.539246142,,,,Mouse,activation,8,Oct_13_16,No,5
85,0.335495412,0.493774891,,,,Mouse,activation,8,Oct_13_16,No,5
90,0.251284987,0.576782227,,,,Mouse,activation,8,Oct_13_16,No,5
-80,0.070532881,0.280760646,,,,Gmouse,activation,6,Oct_13_16,No,5
-75,0.058057938,0.311284035,,,,Gmouse,activation,6,Oct_13_16,No,5
-70,0.066973232,0.338743836,,,,Gmouse,activation,6,Oct_13_16,No,5
-65,0.077400297,0.213622227,,,,Gmouse,activation,6,Oct_13_16,No,5
-60,0.07767991,0.314329863,,,,Gmouse,activation,6,Oct_13_16,No,5
-55,0.192555413,0.080871701,,,,Gmouse,activation,6,Oct_13_16,No,5
-50,0.157489493,0.076293655,,,,Gmouse,activation,6,Oct_13_16,No,5
-45,0.036293618,0.280760646,,,,Gmouse,activation,6,Oct_13_16,No,5
-40,0.030264821,0.311278105,,,,Gmouse,activation,6,Oct_13_16,No,5
-35,0.068399608,0.106812134,,,,Gmouse,activation,6,Oct_13_16,No,5
-30,0.040894505,0.347902387,,,,Gmouse,activation,6,Oct_13_16,No,5
-25,0.055047702,0.314335853,,,,Gmouse,activation,6,Oct_13_16,No,5
-20,0.09697096,0.311278105,,,,Gmouse,activation,6,Oct_13_16,No,5
-15,3.582805872,0.023133453,,,,Gmouse,activation,6,Oct_13_16,No,5
-10,3.165374279,0.096226253,,,,Gmouse,activation,6,Oct_13_16,No,5
-5,1.998107195,0.31253171,,,,Gmouse,activation,6,Oct_13_16,No,5
0,1.433844686,0.528779864,,,,Gmouse,activation,6,Oct_13_16,No,5
5,1.310846329,0.653217971,,,,Gmouse,activation,6,Oct_13_16,No,5
10,1.238540649,0.707108974,,,,Gmouse,activation,6,Oct_13_16,No,5
15,1.024650335,0.784589767,,,,Gmouse,activation,6,Oct_13_16,No,5
20,0.971389413,0.795815349,,,,Gmouse,activation,6,Oct_13_16,No,5
